Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
1,7,0,1466,2,3,0
12,88,0,1466,2,2,0
10,130,0,1466,2,7,1
7,127,0,1466,3,9,1
9,60,0,1466,3,9,1
3,94,0,1466,2,7,1
5,98,0,1466,2,10,1
7,83,0,319,3,3,0
6,190,0,4735,1,1,0
6,190,0,4735,1,1,0
6,196,0,762,2,10,0
5,34,0,511,1,1,0
1,50,0,762,3,5,0
10,37,0,1466,2,2,0
11,91,0,1466,1,1,0
1,5,0,1466,1,1,0
22,109,0,1466,2,2,0
1,9,0,1466,1,1,0
19,153,2,89,3,10,0
16,118,0,4735,1,3,0
10,94,0,4735,1,3,0
9,83,0,1466,3,7,0
1,21,0,4735,1,5,0
1,3,0,4735,1,1,0
15,127,0,4735,1,7,0
16,247,0,1466,3,5,2
74,318,1,22,4,7,1
25,161,1,22,4,6,1
22,127,0,22,2,5,1
3,23,0,9,2,3,0
1,26,0,4735,1,3,0
2,23,0,1466,2,2,0
9,107,0,4735,1,1,0
60,588,0,4735,1,2,0
8,277,0,4735,1,1,0
8,41,0,1466,1,1,0
4,41,0,4735,1,1,0
1,11,0,91,1,1,0
6,67,0,1466,1,1,0
1,79,0,4735,1,1,0
1,5,0,4735,1,1,0
1,7,0,4735,1,1,0
17,97,0,4735,1,1,0
7,88,0,4735,1,1,0
8,65,0,4735,1,1,1
37,178,0,4735,1,1,2
16,158,1,4735,3,6,0
10,66,0,4735,1,1,0
43,202,0,4735,1,1,0
7,31,0,244,2,2,0
59,219,1,319,5,6,1
3,30,1,319,3,3,0
85,147,0,244,3,3,2
1,5,0,1466,1,1,0
10,53,0,511,1,1,0
1,22,0,474,1,1,0
3,40,0,89,2,2,0
16,111,0,474,1,1,0
7,32,1,4735,1,3,0
2,50,0,4735,1,3,0
1,52,0,4735,2,2,0
3,34,0,1466,1,2,0
60,309,2,1466,6,31,5
3,37,1,515,3,3,0
11,62,0,4735,2,3,0
1,5,0,1466,2,2,0
1,5,0,1466,2,2,0
8,55,0,1466,1,1,0
1,12,0,1466,2,2,0
1,26,0,1466,2,2,0
28,136,0,1466,3,4,0
59,209,1,4735,4,6,0
1,12,0,1466,1,1,0
27,167,1,474,2,2,0
14,92,0,4735,1,1,1
1,13,0,511,1,1,0
3,35,0,511,1,1,0
4,58,0,511,1,1,0
1,19,0,511,1,1,0
2,36,0,511,3,5,0
1,18,0,511,2,3,0
7,175,0,511,1,1,0
41,134,1,1466,4,5,0
9,40,0,1466,2,3,0
11,83,0,511,3,4,0
13,404,0,511,2,2,0
120,760,0,4735,7,26,0
1,53,0,4735,4,10,0
1,10,0,1466,1,1,0
2,27,0,1466,1,1,0
3,48,0,1466,3,7,0
7,70,0,1466,3,8,0
4,57,0,1466,3,7,0
1,10,0,1466,3,5,0
7,41,0,1466,3,3,0
1,19,0,4735,1,2,0
10,86,0,4735,2,4,0
7,43,0,4735,2,3,0
8,51,0,762,1,1,0
1,6,0,4735,1,2,0
4,50,0,1466,1,1,0
3,177,0,26,1,1,0
26,188,0,26,4,4,1
16,145,0,22,3,4,1
36,198,0,1466,1,1,0
5,23,0,511,1,2,0
3,177,0,26,1,1,0
25,168,0,26,2,2,0
25,225,0,1466,2,2,0
1,18,0,511,1,1,0
10,118,1,511,1,2,0
1,5,0,511,2,2,0
22,342,0,511,2,3,0
11,92,0,511,1,1,0
9,72,0,511,2,2,0
4,41,1,511,2,3,0
3,37,1,511,2,3,0
7,56,1,511,3,5,0
9,72,0,511,4,5,0
7,52,0,511,2,2,0
40,332,0,1466,3,3,0
1,8,0,511,1,1,0
15,89,0,511,1,1,0
11,138,0,31,3,5,1
1,7,0,89,1,1,0
1,6,1,89,3,3,0
1,7,0,511,2,2,0
1,39,0,246,1,1,0
1,5,0,89,1,1,0
18,121,0,1466,1,1,0
18,122,0,1466,1,2,0
9,74,0,1466,1,1,0
10,76,0,511,1,1,1
2,94,1,474,2,3,0
1,15,0,4735,1,2,0
122,1008,1,1466,7,20,0
49,167,0,1466,3,7,1
1,54,0,4735,1,3,0
67,357,3,1466,3,15,0
1,109,0,34,4,8,0
1,7,0,4735,1,1,0
8,73,0,1,2,3,0
31,286,0,4735,4,14,2
1,9,0,4735,1,1,0
79,715,0,4735,7,31,4
2,27,0,4735,1,1,1
49,242,0,1466,5,6,0
20,170,0,4735,1,6,0
2,49,0,4735,1,2,0
30,162,1,762,2,10,0
80,366,3,1466,6,14,1
2,28,0,4735,1,3,0
7,89,0,762,2,5,0
19,147,1,4735,1,7,0
1,20,0,4735,1,2,1
69,212,0,4735,4,9,1
10,111,1,4735,2,9,1
32,277,2,4735,2,12,3
13,105,0,474,4,7,0
1,29,0,4735,1,2,0
1,22,0,1466,2,2,0
1,22,1,1466,2,3,0
25,230,1,511,6,9,1
52,415,0,244,8,17,0
52,240,0,244,2,4,0
1,7,0,1466,1,2,0
1,23,0,4735,2,2,0
1,18,0,244,1,1,0
1,23,0,4735,2,2,0
1,18,0,4735,2,2,2
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
1,22,0,1466,3,3,0
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
1,6,0,4735,2,2,0
15,104,0,511,1,1,0
1,22,0,4735,2,2,0
7,42,0,319,2,2,0
1,16,0,319,2,2,0
3,37,0,3,1,1,0
6,61,1,319,2,5,0
7,58,0,4735,1,1,0
1,23,0,4735,2,2,0
1,18,0,1466,1,2,0
1,23,0,4735,2,2,0
6,44,0,246,1,1,0
1,23,0,4735,2,2,0
1,22,0,1466,3,3,0
6,44,1,1466,2,3,0
6,56,1,1466,3,4,0
1,22,0,4735,2,2,0
1,23,0,4735,2,2,0
2,33,0,4735,2,4,0
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
1,22,0,1466,3,3,0
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
1,22,0,1466,3,3,0
1,23,0,4735,2,2,0
2,29,0,4735,2,3,0
1,23,0,4735,2,2,0
4,45,0,1466,3,6,0
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
9,45,1,319,3,4,0
1,19,0,4735,2,2,0
2,30,0,1466,3,3,0
1,21,0,4735,2,2,0
1,23,0,4735,2,3,0
5,34,0,1466,3,3,0
1,19,0,4735,2,2,0
1,23,0,11,1,1,0
4,31,0,4735,2,2,0
1,19,0,4735,2,2,0
17,88,1,319,2,3,0
2,53,0,4735,3,10,0
2,25,1,4735,3,4,0
9,88,2,1466,3,5,0
1,23,0,4735,2,2,0
2,15,0,4735,2,3,0
1,14,1,511,1,1,0
2,33,0,762,2,2,0
1,13,1,511,1,1,0
2,33,0,762,2,2,0
1,13,1,511,1,1,0
2,33,0,762,2,2,0
1,13,1,511,1,1,0
2,33,0,762,2,2,0
1,13,1,511,1,1,0
5,63,2,511,4,5,0
3,41,0,1466,3,3,0
3,36,1,1466,2,4,0
2,35,0,4735,2,2,0
2,32,0,4735,1,1,0
2,30,0,1466,1,1,0
1,18,0,244,1,1,0
1,18,0,4735,2,2,0
1,23,0,4735,2,2,0
1,20,0,4735,1,1,0
2,25,0,244,2,2,1
2,20,0,244,1,1,1
2,20,0,244,1,1,1
2,21,0,244,1,1,1
1,23,0,4735,2,2,0
1,23,0,4735,2,2,0
1,18,0,4735,2,2,0
1,70,0,1466,2,4,2
1,19,0,4735,2,2,0
2,39,0,1466,3,3,0
1,21,0,1466,1,1,0
1,23,0,4735,2,2,0
2,35,0,1466,3,3,0
2,39,0,1466,3,4,0
2,32,0,1466,1,1,0
6,50,0,1466,3,4,0
66,147,0,479,5,9,1
1,22,0,4735,2,2,0
4,53,0,244,4,6,0
1,23,0,4735,2,2,0
11,82,0,1466,4,4,0
1,21,0,0,0,1,0
4,31,0,1466,2,3,0
1,23,0,4735,2,2,0
1,24,0,4735,2,2,0
1,19,0,4735,2,2,0
1,19,0,4735,2,2,0
27,137,0,319,4,5,0
4,79,0,4735,2,9,0
1,21,0,4735,1,5,0
15,102,0,511,4,6,0
4,73,1,4735,5,7,0
5,41,1,1466,4,12,0
1,37,0,1466,1,1,0
2,31,0,1466,1,1,0
2,23,0,1466,1,1,0
16,132,0,1466,3,6,0
3,31,0,4735,2,2,0
1,12,0,1466,2,2,0
1,12,0,1466,2,3,0
1,12,0,1466,2,2,0
2,616,1,230,6,27,1
1,12,0,4735,1,1,0
1,28,0,1466,1,2,0
7,108,0,762,3,5,0
2,64,0,762,3,4,2
1,22,0,1466,2,2,0
3,60,0,511,2,6,0
3,54,1,319,5,9,0
1,20,0,1466,5,11,0
1,24,0,1466,3,9,0
1,5,1,511,4,9,0
1,68,1,1466,4,18,0
1,65,1,511,4,16,0
13,118,1,762,3,10,0
8,56,0,511,2,7,0
1,29,0,1466,1,3,1
1,20,0,1466,1,3,0
1,20,0,1466,1,3,0
1,32,1,1466,5,12,0
27,110,1,230,4,12,0
11,123,0,1466,2,12,2
1,13,0,1466,2,3,0
22,190,1,230,6,37,4
1,6,0,4735,1,2,0
2,139,0,511,3,6,0
1,65,1,511,4,16,0
4,48,0,1466,2,2,0
30,325,2,22,4,17,1
11,74,0,230,3,4,2
1,8,0,4735,1,1,0
1,11,0,1466,2,2,0
5,24,0,1466,3,3,0
15,110,1,1466,4,4,0
3,13,0,1466,2,2,0
3,13,0,1466,2,2,0
5,35,0,1466,2,2,0
6,28,0,1466,2,2,0
5,16,0,1466,2,2,0
2,68,0,474,2,3,0
39,164,0,1466,3,3,0
2,71,0,4735,2,2,1
55,293,2,479,3,13,1
1,149,0,4735,1,1,0
5,60,1,762,4,4,0
26,226,2,230,5,14,0
2,112,0,474,2,3,0
78,323,4,230,8,30,2
1,30,1,1466,2,2,0
16,194,0,474,3,4,0
1,10,0,4735,1,1,0
30,217,1,762,2,3,2
4,66,0,4735,1,2,0
5,84,0,4735,1,5,0
69,519,5,31,9,38,2
28,235,1,1466,10,18,1
1,5,1,762,1,3,0
5,125,2,319,10,41,5
2,18,0,762,2,4,0
4,52,0,4735,1,2,0
23,159,0,4735,1,2,0
2,95,0,1466,5,7,0
1,113,1,762,3,4,0
151,821,5,762,7,49,1
1,27,0,479,2,3,0
2,19,0,4735,1,3,0
10,77,0,4735,1,2,0
20,289,1,319,3,14,1
1,84,0,511,4,7,0
1,8,0,511,1,1,1
1,100,0,762,2,2,0
1,11,0,1466,2,2,0
17,145,2,762,3,11,0
2,123,0,474,2,3,0
1,18,0,1466,2,2,0
1,11,0,1466,2,2,0
30,257,3,319,5,21,0
1,10,0,1466,2,3,0
4,67,1,1466,3,7,0
21,87,1,4735,1,3,0
3,42,0,13,2,2,0
3,42,0,13,2,3,0
10,91,0,762,1,2,0
31,109,1,4735,3,9,0
11,93,1,762,4,4,0
37,115,1,762,3,7,1
1,4,0,1466,2,2,0
5,50,0,13,2,2,0
18,68,0,4735,2,4,0
14,101,0,762,3,3,0
47,189,1,762,5,9,1
3,36,1,1466,2,2,0
17,75,0,1466,3,6,0
2,25,0,246,1,1,0
11,60,0,246,2,3,0
10,101,0,762,4,4,0
39,156,0,762,4,9,0
8,70,0,246,3,3,0
17,84,0,246,5,13,0
5,46,0,762,2,2,0
17,80,0,762,2,3,0
16,77,1,4735,1,5,1
3,35,0,762,2,2,0
13,70,0,762,2,2,0
1,9,0,13,1,1,0
1,193,1,4735,4,15,0
4,39,0,762,3,3,0
32,109,3,4735,4,16,0
1,9,1,4735,1,2,0
14,65,0,4735,1,2,0
10,91,3,1466,6,7,0
29,112,1,1466,5,6,0
12,99,2,1466,6,6,0
31,111,1,1466,4,6,1
11,72,0,1466,4,7,0
22,99,0,1466,4,7,0
9,113,0,22,3,4,0
34,148,0,22,3,9,1
7,92,0,1466,2,2,0
35,134,0,22,3,9,1
7,125,0,1466,2,2,0
54,177,1,22,3,9,1
22,175,0,22,3,3,1
5,61,0,22,2,2,0
27,111,0,22,3,8,1
9,99,0,762,4,7,0
33,133,1,22,5,10,0
7,79,1,762,5,8,0
34,140,1,762,5,10,0
5,53,1,762,2,8,0
27,113,5,1466,4,21,3
5,51,1,1466,3,9,0
31,120,5,762,3,22,3
4,45,1,762,2,8,0
28,132,3,1466,3,17,3
4,42,0,1466,2,8,0
34,141,3,1466,3,18,3
22,86,0,4735,2,6,1
8,57,0,762,2,2,0
23,92,0,1466,4,9,1
36,270,3,1466,5,15,0
4,43,1,6,2,2,0
28,120,2,762,4,8,0
4,43,1,6,2,2,0
28,120,2,762,6,11,2
6,38,0,4735,1,1,0
3,25,0,4735,1,1,0
3,26,0,18,1,1,0
7,42,1,1466,2,4,0
17,162,0,1466,4,7,0
52,144,2,34,7,15,0
4,39,0,4735,1,1,0
30,123,1,4735,1,7,1
17,135,2,34,6,6,0
28,116,2,34,4,5,0
19,143,2,34,6,6,0
31,132,2,34,4,6,0
22,181,0,1466,5,9,0
52,160,3,34,7,13,0
1,3,0,244,1,2,0
6,63,0,762,1,1,0
28,128,2,762,2,7,1
5,55,0,762,2,3,0
29,145,2,762,3,11,1
15,68,0,4735,1,3,0
4,197,0,762,1,1,0
28,98,0,762,2,5,0
21,87,0,4735,1,2,0
1,19,1,1466,3,4,0
1,26,1,1466,1,1,0
15,76,0,4735,1,3,0
7,47,0,762,2,3,0
18,93,1,762,3,7,0
1,9,0,13,2,3,0
1,262,1,230,9,20,0
2,24,0,4735,1,1,0
37,264,2,1466,4,22,3
1,9,0,4735,1,1,0
30,230,0,1466,4,8,0
70,200,5,1466,6,18,0
5,204,0,762,1,1,0
39,136,1,762,4,8,1
3,216,0,762,2,3,0
24,92,0,762,4,7,1
7,61,0,89,1,1,0
21,101,0,4735,2,2,0
8,45,0,1466,2,3,0
10,63,0,244,3,3,0
20,101,0,762,3,3,0
28,143,1,319,3,5,0
9,76,0,230,1,2,0
7,49,0,230,2,3,2
30,128,0,230,2,4,2
3,35,0,762,2,2,0
12,65,0,762,2,2,0
1,17,0,244,1,2,0
5,39,0,244,1,3,0
8,66,0,13,4,4,0
18,77,0,762,3,3,0
5,47,1,13,4,4,0
13,69,0,762,2,2,0
5,41,0,13,3,3,0
11,63,0,762,2,2,0
5,54,0,762,2,2,0
14,78,1,762,3,5,0
25,100,0,511,2,7,0
5,57,0,762,2,2,0
15,83,0,762,2,7,0
5,72,0,4735,1,2,0
83,273,1,13,5,26,1
7,82,0,4735,1,3,0
10,92,0,1466,5,5,0
24,103,2,1466,4,9,0
6,59,0,1466,3,4,0
24,100,3,1466,3,18,3
5,46,0,511,3,5,0
7,47,0,762,3,4,0
14,81,0,762,2,6,0
1,25,0,4735,1,1,0
3,40,0,4735,1,1,1
1,25,0,4735,1,1,0
3,40,0,4735,1,1,1
2,68,0,474,2,3,0
26,165,0,1466,2,2,0
52,321,2,1466,6,17,3
12,62,3,1,5,8,1
82,298,0,1466,2,6,0
1,42,1,479,3,6,0
24,348,2,31,7,22,0
1,14,1,319,1,1,0
1,106,2,1466,5,14,3
4,41,1,319,1,1,0
1,34,0,4735,1,1,0
2,59,0,811,1,1,0
1,20,0,4735,1,1,0
1,20,0,4735,1,3,0
3,30,0,762,2,3,0
5,70,0,4735,1,3,0
3,24,0,1466,2,3,0
6,35,0,9,2,2,0
1,22,0,9,1,1,0
1,20,0,9,2,2,0
3,57,0,9,1,1,0
3,51,0,9,1,1,0
1,30,0,9,1,1,0
1,21,0,479,2,2,0
5,41,0,479,2,2,0
6,47,0,9,1,1,0
1,12,0,9,2,2,0
5,66,0,479,3,3,0
1,9,0,1466,2,2,0
1,11,0,319,1,1,0
1,10,0,319,1,1,0
13,82,0,319,1,1,1
1,11,0,319,1,1,0
1,10,0,319,1,1,0
1,8,0,319,1,1,0
1,57,0,319,1,1,0
1,9,0,4735,1,1,0
8,45,0,4735,2,2,0
1,17,0,4735,1,1,0
17,48,0,4735,2,2,0
69,535,2,4735,3,23,4
6,71,0,4735,1,2,2
4,40,0,4735,2,3,1
2,75,0,474,2,3,0
1,8,0,1466,2,2,0
3,54,1,4735,3,3,2
35,457,0,244,3,10,2
20,156,2,4735,2,6,2
2,46,0,244,1,1,0
9,56,0,4735,1,1,0
1,31,0,4735,1,2,0
2,79,0,474,2,3,0
23,148,0,1466,4,6,0
2,21,0,89,1,1,0
8,128,0,244,7,19,0
5,329,0,1466,2,5,1
4,58,0,244,1,1,0
2,38,0,244,1,1,1
2,248,0,244,1,1,1
2,110,0,244,1,1,1
141,686,6,474,7,39,6
41,233,0,4735,2,4,4
7,123,1,230,7,11,0
5,54,0,4735,2,11,0
1,10,1,4735,1,1,0
3,50,0,4735,1,2,0
1,84,0,4735,1,5,2
9,88,0,4735,1,2,1
1,34,0,4735,1,2,0
1,34,0,4735,1,2,0
9,86,0,1466,2,3,0
12,137,2,230,4,11,1
32,265,1,4735,3,17,2
6,105,0,1466,2,3,2
72,513,1,1466,2,15,6
3,52,0,4735,1,2,0
3,76,0,1,2,3,1
22,137,3,4735,3,11,3
30,339,1,762,5,8,1
25,224,3,4735,7,16,1
1,37,0,511,2,7,0
10,77,1,511,3,10,0
3,57,0,1466,1,2,0
10,82,1,1466,1,1,0
1,4,0,4735,1,1,0
2,24,0,811,2,2,0
28,301,0,762,6,12,0
3,32,0,4735,1,1,0
8,68,0,10,2,2,0
21,27,0,4735,1,1,1
48,230,2,1466,3,9,0
24,361,0,762,4,8,0
35,200,0,4735,1,5,0
42,764,0,1466,5,13,0
2,110,0,1466,2,2,0
11,80,0,4735,1,1,0
4,186,0,4735,1,1,0
14,284,0,479,4,6,0
2,31,0,4735,1,1,0
16,336,1,479,4,8,0
10,88,0,244,1,1,0
1,83,0,762,3,3,0
7,212,0,474,2,3,0
4,35,0,4735,1,1,0
16,310,0,4735,5,27,2
22,94,0,319,3,3,0
26,124,1,4735,6,18,0
11,71,2,319,3,4,0
49,398,0,319,1,4,1
23,267,0,319,1,1,0
2,57,0,319,1,2,1
1,15,0,319,1,1,0
4,59,0,319,1,3,1
1,15,0,319,1,1,0
2,185,0,762,9,47,0
5,82,1,1466,2,3,0
13,116,1,474,1,1,0
7,25,0,3,1,1,0
3,49,0,1466,1,1,0
32,193,1,474,5,6,0
6,153,1,89,4,5,0
24,630,1,762,3,7,3
1,10,0,1466,2,2,0
1,4,0,1466,2,2,0
1,22,0,1466,2,2,0
9,73,0,1466,2,2,0
1,81,0,34,3,3,0
1,10,0,1466,2,2,0
1,10,0,1466,2,2,0
2,61,0,1466,3,3,0
1,17,0,1466,2,2,0
16,138,0,511,4,5,1
1,9,0,1466,2,2,0
2,22,0,1466,2,2,0
4,91,1,511,3,5,1
11,135,0,511,3,4,4
1,27,0,1466,2,2,0
15,70,0,1466,3,3,0
1,67,0,1466,2,2,1
14,140,1,89,3,4,0
1,25,0,1466,2,2,0
1,51,0,1466,3,3,0
7,64,0,1466,2,3,0
83,627,1,36,10,17,2
3,19,0,4735,2,3,0
76,351,1,762,5,20,2
12,62,0,4735,1,2,0
4,70,1,762,4,8,0
4,76,0,1466,2,3,0
9,111,1,36,5,10,0
11,173,1,762,3,7,0
2,23,0,1466,1,2,0
1,5,0,4735,1,2,0
1,22,0,4735,1,1,0
5,61,0,4735,1,1,0
5,78,1,811,2,3,0
2,41,0,4735,1,1,0
27,93,0,474,4,6,0
1,10,0,4735,1,1,0
3,21,0,89,2,2,0
35,157,0,319,3,8,0
2,63,0,4735,1,4,0
7,99,0,762,3,4,0
2,23,0,1466,1,2,0
3,58,0,4735,2,2,0
39,185,3,230,7,22,1
3,47,0,762,2,3,0
1,64,0,4735,1,1,0
3,71,0,762,1,4,1
5,26,0,230,1,1,0
1,58,0,4735,1,1,0
1,37,0,4735,1,1,0
5,59,2,1466,2,6,1
32,139,3,36,7,14,3
41,318,1,36,7,12,1
1,5,0,244,1,1,0
1,41,0,474,3,4,0
109,242,1,36,5,11,1
3,21,0,244,1,1,0
6,67,0,4735,2,3,0
2,24,0,474,2,2,0
19,107,5,762,7,33,2
4,40,1,762,2,2,2
34,146,4,762,6,13,1
31,193,3,762,2,7,2
1,156,1,36,5,11,1
26,142,1,1466,7,18,1
24,517,0,36,6,8,2
7,76,0,4735,1,1,1
3,51,0,811,2,2,0
94,612,1,762,5,17,1
5,74,1,762,3,4,0
16,193,0,762,2,3,0
10,102,0,89,3,3,0
1,154,1,36,10,33,1
3,135,0,811,2,2,0
8,91,0,246,1,2,0
6,109,0,4735,2,7,0
6,58,0,762,1,3,0
9,126,0,762,3,7,0
4,52,0,246,1,1,0
31,201,0,246,1,1,0
15,128,0,246,1,1,0
4,95,0,246,1,2,0
1,57,0,246,3,9,0
7,150,0,479,3,10,1
7,34,0,246,1,1,0
2,21,1,762,2,2,0
2,14,0,762,1,1,0
8,104,2,36,5,21,0
1,37,0,4735,1,1,0
7,143,0,89,4,4,0
1,37,0,4735,1,1,0
2,16,0,4735,1,1,0
32,339,0,36,4,7,0
5,85,0,36,5,5,0
11,50,0,36,2,2,0
3,36,0,36,2,2,0
1,17,0,36,3,3,0
1,24,0,1466,1,1,0
9,110,0,319,4,6,0
8,70,1,1466,3,5,0
8,89,0,1466,3,4,0
32,120,1,22,5,13,1
8,82,1,762,2,3,0
30,106,0,474,3,5,0
54,206,2,762,6,21,1
1,77,0,1466,1,1,0
50,476,1,762,6,12,0
10,119,0,22,3,4,1
1,7,0,22,2,2,0
2,17,1,1466,4,5,0
3,21,0,244,1,1,0
3,79,1,1466,4,7,0
2,29,0,244,1,2,0
15,79,1,244,4,7,0
5,65,1,811,6,8,0
44,251,2,34,4,9,1
1,18,0,31,3,3,0
27,166,0,474,3,6,0
26,259,1,4735,2,16,1
2,83,0,4735,1,8,1
1,15,0,4735,1,2,0
8,103,0,4735,1,7,0
1,11,0,1466,2,2,0
30,231,3,4735,1,20,0
1,20,0,4735,1,2,0
116,777,4,2,3,30,3
4,81,0,4735,1,8,0
1,15,0,4735,1,2,0
7,35,0,1466,2,3,0
1,31,0,4735,1,1,0
1,105,0,319,2,3,0
3,25,1,1466,2,3,0
6,50,1,1466,3,5,0
1,6,1,319,3,3,0
4,28,1,1466,2,5,1
1,6,1,1466,2,3,0
166,777,10,1466,8,25,0
4,31,1,1466,2,5,1
65,282,3,1466,4,6,0
6,45,1,1466,2,3,0
9,110,1,1466,2,3,0
1,20,1,1466,2,2,0
66,455,1,1466,2,3,0
28,120,4,1466,4,17,1
82,639,1,1466,3,8,2
12,105,1,1466,2,4,0
1,13,1,1466,3,4,0
1,13,1,1466,3,4,0
1,1,1,1466,2,3,0
1,52,0,811,2,5,0
3,57,0,811,2,4,0
3,75,0,811,3,7,0
1,33,0,230,3,5,0
3,63,0,811,3,6,0
7,98,0,230,5,11,0
1,30,0,811,2,3,0
2,51,0,4735,2,7,0
17,151,2,4735,3,13,0
32,252,2,762,5,15,0
14,100,1,1466,3,10,1
4,63,0,4735,2,6,0
18,159,2,762,4,15,1
2,52,0,4735,2,7,0
29,199,1,4735,4,11,1
30,225,1,762,5,14,2
35,224,1,89,5,13,0
56,328,6,762,6,34,1
1,66,0,762,3,8,1
1,30,0,762,3,4,0
5,60,0,22,3,5,0
5,33,0,1466,2,4,0
1,15,0,1466,2,3,0
1,38,0,762,3,6,0
1,33,0,811,2,4,0
43,313,2,1466,5,19,3
1,32,0,762,3,7,0
1,19,0,1466,2,2,0
1,22,0,474,2,6,0
1,31,0,811,3,8,1
1,21,0,474,3,4,0
5,32,0,474,1,1,0
1,14,0,474,1,1,0
20,225,2,1466,5,13,2
2,20,0,4735,2,2,0
1,24,0,4735,1,3,0
1,28,1,1466,3,5,0
3,62,0,811,2,4,0
1,25,0,811,2,3,0
3,55,0,811,2,3,0
18,228,1,1466,5,13,0
2,69,0,811,3,6,0
4,94,0,762,5,7,0
1,48,0,762,4,5,0
1,15,0,1466,2,2,0
7,35,0,1466,3,3,0
2,103,1,4735,3,8,0
1,47,0,811,2,3,0
10,120,0,1466,4,7,0
12,123,1,1466,6,12,1
83,619,8,1466,6,34,2
3,75,0,1466,3,9,1
3,60,0,1466,3,6,1
3,60,0,1466,3,7,1
1,139,1,762,5,9,0
5,151,0,1466,2,6,0
2,95,1,762,4,8,0
20,244,2,762,6,15,0
8,80,0,1466,1,2,0
1,22,0,1466,2,2,0
76,376,4,230,7,22,2
1,17,0,230,3,3,0
4,95,1,230,3,5,1
1,17,0,230,2,2,0
1,19,0,4735,1,1,0
8,71,0,319,2,3,0
9,70,0,1466,1,1,0
4,60,0,319,1,2,0
5,64,0,319,1,1,1
1,19,0,319,1,1,0
2,41,0,4735,2,6,0
3,39,0,4735,1,3,0
2,34,0,4735,1,3,0
20,107,1,4735,1,8,0
1,5,0,4735,1,1,0
16,86,0,22,1,1,0
38,292,0,22,1,1,3
1,52,0,22,1,2,0
1,42,0,22,1,2,0
1,19,0,22,1,1,0
7,88,0,22,1,1,0
1,28,0,22,1,1,0
7,76,0,22,1,1,0
1,35,0,22,1,1,0
7,56,0,22,1,1,0
1,17,0,22,1,1,0
53,372,0,22,2,3,3
38,218,0,1466,2,2,0
11,68,0,4735,1,2,0
10,76,0,4735,1,1,0
43,459,0,511,2,2,0
5,36,0,4735,1,1,0
1,20,0,4735,1,1,0
89,457,0,4735,1,1,0
6,69,0,91,2,2,0
10,81,0,4735,1,1,0
1,35,0,4735,1,1,0
7,69,0,4735,1,1,0
13,236,0,4735,1,1,0
6,70,0,4735,1,1,0
12,161,0,4735,1,1,0
1,118,0,1466,2,14,0
1,128,0,4735,2,15,0
6,69,0,1466,2,2,0
19,120,0,4735,1,8,0
7,89,0,4735,2,8,1
3,39,0,4735,1,3,0
6,61,0,762,3,7,0
4,52,0,762,3,7,0
4,51,1,511,1,1,0
1,29,0,4735,1,1,0
70,370,1,246,5,30,0
52,338,1,246,5,32,0
8,100,0,474,1,1,0
1,15,0,89,1,1,0
13,124,0,1466,1,1,0
8,97,0,474,1,1,0
1,16,0,89,1,1,0
10,79,0,4735,1,1,0
1,81,0,474,1,1,0
1,15,0,89,1,1,0
44,212,0,1466,2,2,0
24,185,2,2,4,4,0
3,37,0,1466,3,4,0
12,129,1,511,3,5,0
3,45,1,511,3,3,0
3,53,0,1466,2,2,0
27,168,0,1466,2,2,1
1,34,0,1466,2,2,0
1,11,0,4735,1,2,0
13,84,0,511,5,7,0
13,118,0,762,3,5,1
6,39,0,4735,1,1,0
15,118,1,1466,2,3,0
28,171,0,1466,2,2,0
12,63,0,4735,3,5,0
17,118,1,1466,2,2,0
1,7,0,4735,1,1,0
1,35,0,1466,4,6,0
3,42,0,1466,4,6,0
3,38,0,4735,2,3,0
4,33,0,4735,2,3,0
4,32,0,4735,2,4,0
2,57,0,511,3,4,0
27,208,1,511,3,5,0
35,184,1,511,4,7,1
4,42,1,1466,1,1,0
1,21,0,4735,3,3,0
7,41,0,4735,3,4,0
14,69,0,4735,3,4,0
25,115,1,511,3,10,0
8,63,0,1466,2,2,0
79,316,2,762,3,15,0
1,6,0,1466,2,2,0
1,14,0,1466,3,3,0
11,122,0,1466,4,8,0
1,53,0,4735,1,1,0
12,68,0,4735,1,1,0
1,30,0,4735,1,1,0
15,83,0,511,2,5,0
1,8,0,4735,1,1,0
3,40,0,4735,1,2,0
10,66,1,4735,1,1,0
8,25,0,1,1,1,0
16,91,1,1466,2,3,0
1,14,1,4735,1,2,0
1,6,1,4735,1,1,0
9,64,0,1466,3,5,0
12,132,0,762,2,3,0
4,55,0,511,2,7,0
1,98,0,4735,1,2,0
5,37,0,1466,1,2,0
7,42,1,31,3,9,0
7,98,2,4735,3,12,1
1,18,0,1466,2,3,0
4,45,1,1466,3,7,0
9,56,0,1466,1,2,0
2,18,0,4735,1,1,0
1,30,0,1466,2,2,0
17,128,0,1466,4,8,0
1,29,0,1466,2,2,0
9,148,1,1466,2,3,0
1,10,0,1466,1,1,0
1,5,0,4735,1,1,0
